( 7.876,  8,  8.106 ) ( 5.651,  6,  6.116 ) ( 5.811,  6,  6.261 ) ( 4.568,  5,  5.257 ) ( 8.530,  9,  9.359 ) ( 9.640,  10,  10.464 ) ( 4.826,  5,  5.214 ) ( 6.880,  7,  7.169 ) ( 8.554,  9,  9.416 ) ( 4.705,  5,  5.277 ) ( 4.770,  5,  5.381 ) ( 9.763,  10,  10.120 ) ( 6.710,  7,  7.466 ) ( 8.554,  9,  9.109 ) ( 4.708,  5,  5.263 ) ( 6.645,  7,  7.315 ) ( 6.731,  7,  7.204 ) ( 7.669,  8,  8.357 ) ( 4.635,  5,  5.262 ) ( 6.886,  7,  7.336 ) ( 4.878,  5,  5.374 ) ( 4.700,  5,  5.196 ) ( 6.512,  7,  7.320 ) ( 9.734,  10,  10.434 ) ( 7.764,  8,  8.461 ) ( 8.789,  9,  9.366 ) ( 6.658,  7,  7.348 ) ( 9.614,  10,  10.131 ) ( 7.686,  8,  8.332 ) ( 9.859,  10,  10.105 ) ( 7.505,  8,  8.396 ) ( 8.679,  9,  9.264 ) ( 5.500,  6,  6.151 ) ( 6.879,  7,  7.365 ) ( 8.686,  9,  9.136 ) ( 7.799,  8,  8.336 ) ( 5.590,  6,  6.401 ) ( 9.568,  10,  10.398 ) ( 9.779,  10,  10.198 ) ( 8.668,  9,  9.357 ) ( 7.841,  8,  8.443 ) ( 7.777,  8,  8.401 ) ( 5.709,  6,  6.109 ) ( 4.568,  5,  5.105 ) ( 6.659,  7,  7.473 ) ( 5.890,  6,  6.336 ) ( 6.632,  7,  7.331 ) ( 6.900,  7,  7.368 ) ( 6.618,  7,  7.122 ) ( 4.766,  5,  5.196 ) 

( 8.843,  9,  9.335 ) ( 6.568,  7,  7.467 ) ( 4.765,  5,  5.364 ) ( 4.635,  5,  5.356 ) ( 4.538,  5,  5.198 ) ( 5.787,  6,  6.120 ) ( 7.859,  8,  8.336 ) ( 4.579,  5,  5.332 ) ( 5.655,  6,  6.353 ) ( 4.663,  5,  5.186 ) ( 9.675,  10,  10.347 ) ( 6.578,  7,  7.194 ) ( 8.823,  9,  9.422 ) ( 8.538,  9,  9.460 ) ( 7.556,  8,  8.196 ) ( 7.844,  8,  8.102 ) ( 6.570,  7,  7.488 ) ( 6.531,  7,  7.166 ) ( 4.648,  5,  5.334 ) ( 9.578,  10,  10.313 ) ( 4.568,  5,  5.135 ) ( 7.666,  8,  8.472 ) ( 5.629,  6,  6.255 ) ( 4.696,  5,  5.216 ) ( 5.893,  6,  6.141 ) ( 5.698,  6,  6.333 ) ( 9.612,  10,  10.224 ) ( 5.573,  6,  6.465 ) ( 7.854,  8,  8.389 ) ( 6.575,  7,  7.490 ) ( 5.515,  6,  6.480 ) ( 5.508,  6,  6.415 ) ( 6.532,  7,  7.461 ) ( 9.520,  10,  10.319 ) ( 9.705,  10,  10.402 ) ( 4.867,  5,  5.226 ) ( 9.563,  10,  10.366 ) ( 6.801,  7,  7.309 ) ( 4.879,  5,  5.403 ) ( 8.575,  9,  9.128 ) ( 4.556,  5,  5.227 ) ( 8.639,  9,  9.331 ) ( 8.649,  9,  9.288 ) ( 9.704,  10,  10.397 ) ( 6.823,  7,  7.221 ) ( 5.613,  6,  6.161 ) ( 4.799,  5,  5.379 ) ( 6.524,  7,  7.169 ) ( 8.660,  9,  9.456 ) ( 4.611,  5,  5.134 ) 

( 6.642,  7,  7.421 ) ( 6.739,  7,  7.296 ) ( 5.712,  6,  6.359 ) ( 7.896,  8,  8.309 ) ( 6.738,  7,  7.429 ) ( 5.663,  6,  6.206 ) ( 8.844,  9,  9.198 ) ( 6.563,  7,  7.407 ) ( 6.614,  7,  7.233 ) ( 9.697,  10,  10.463 ) ( 6.646,  7,  7.191 ) ( 6.876,  7,  7.455 ) ( 4.530,  5,  5.500 ) ( 6.876,  7,  7.309 ) ( 9.544,  10,  10.413 ) ( 7.656,  8,  8.314 ) ( 7.665,  8,  8.104 ) ( 8.890,  9,  9.122 ) ( 4.637,  5,  5.115 ) ( 5.669,  6,  6.125 ) ( 6.556,  7,  7.168 ) ( 8.769,  9,  9.500 ) ( 9.733,  10,  10.168 ) ( 9.594,  10,  10.153 ) ( 7.700,  8,  8.210 ) ( 6.885,  7,  7.154 ) ( 4.700,  5,  5.139 ) ( 5.891,  6,  6.270 ) ( 8.861,  9,  9.134 ) ( 8.521,  9,  9.495 ) ( 9.553,  10,  10.323 ) ( 8.691,  9,  9.281 ) ( 5.673,  6,  6.320 ) ( 5.696,  6,  6.191 ) ( 9.666,  10,  10.135 ) ( 5.784,  6,  6.278 ) ( 6.797,  7,  7.347 ) ( 5.722,  6,  6.370 ) ( 5.585,  6,  6.184 ) ( 6.577,  7,  7.215 ) ( 4.706,  5,  5.438 ) ( 7.731,  8,  8.494 ) ( 8.523,  9,  9.279 ) ( 8.736,  9,  9.116 ) ( 8.688,  9,  9.244 ) ( 6.889,  7,  7.259 ) ( 6.533,  7,  7.320 ) ( 5.560,  6,  6.294 ) ( 4.860,  5,  5.244 ) ( 4.616,  5,  5.374 ) 

( 4.721,  5,  5.101 ) ( 5.848,  6,  6.382 ) ( 8.653,  9,  9.330 ) ( 4.748,  5,  5.262 ) ( 4.585,  5,  5.175 ) ( 4.623,  5,  5.209 ) ( 4.887,  5,  5.146 ) ( 4.797,  5,  5.490 ) ( 5.675,  6,  6.368 ) ( 6.895,  7,  7.137 ) ( 7.888,  8,  8.116 ) ( 5.704,  6,  6.478 ) ( 5.664,  6,  6.237 ) ( 6.728,  7,  7.376 ) ( 4.619,  5,  5.157 ) ( 4.750,  5,  5.160 ) ( 5.843,  6,  6.302 ) ( 4.558,  5,  5.405 ) ( 6.867,  7,  7.195 ) ( 7.833,  8,  8.448 ) ( 6.731,  7,  7.444 ) ( 4.844,  5,  5.282 ) ( 4.510,  5,  5.260 ) ( 9.728,  10,  10.315 ) ( 9.872,  10,  10.277 ) ( 8.648,  9,  9.139 ) ( 5.707,  6,  6.149 ) ( 5.882,  6,  6.129 ) ( 7.714,  8,  8.290 ) ( 9.594,  10,  10.167 ) ( 9.654,  10,  10.156 ) ( 8.773,  9,  9.404 ) ( 4.642,  5,  5.169 ) ( 7.692,  8,  8.391 ) ( 6.736,  7,  7.375 ) ( 8.661,  9,  9.433 ) ( 5.681,  6,  6.395 ) ( 6.785,  7,  7.309 ) ( 7.845,  8,  8.387 ) ( 7.876,  8,  8.182 ) ( 8.836,  9,  9.376 ) ( 4.778,  5,  5.357 ) ( 6.575,  7,  7.239 ) ( 7.613,  8,  8.210 ) ( 4.571,  5,  5.292 ) ( 6.723,  7,  7.275 ) ( 6.652,  7,  7.404 ) ( 5.821,  6,  6.206 ) ( 6.527,  7,  7.387 ) ( 6.503,  7,  7.237 ) 

( 8.738,  9,  9.336 ) ( 6.830,  7,  7.480 ) ( 6.769,  7,  7.286 ) ( 7.711,  8,  8.286 ) ( 5.827,  6,  6.312 ) ( 5.632,  6,  6.237 ) ( 9.812,  10,  10.490 ) ( 6.506,  7,  7.113 ) ( 4.771,  5,  5.381 ) ( 7.777,  8,  8.158 ) ( 6.827,  7,  7.400 ) ( 9.667,  10,  10.421 ) ( 9.696,  10,  10.412 ) ( 4.872,  5,  5.278 ) ( 5.702,  6,  6.125 ) ( 9.585,  10,  10.460 ) ( 9.639,  10,  10.485 ) ( 6.560,  7,  7.492 ) ( 5.729,  6,  6.229 ) ( 6.723,  7,  7.344 ) ( 7.558,  8,  8.145 ) ( 7.519,  8,  8.130 ) ( 4.865,  5,  5.475 ) ( 9.857,  10,  10.264 ) ( 5.644,  6,  6.266 ) ( 4.678,  5,  5.430 ) ( 9.834,  10,  10.154 ) ( 5.649,  6,  6.371 ) ( 9.534,  10,  10.379 ) ( 5.852,  6,  6.264 ) ( 7.596,  8,  8.463 ) ( 8.776,  9,  9.264 ) ( 8.551,  9,  9.165 ) ( 9.744,  10,  10.220 ) ( 9.706,  10,  10.433 ) ( 7.536,  8,  8.236 ) ( 9.521,  10,  10.445 ) ( 8.735,  9,  9.114 ) ( 4.580,  5,  5.308 ) ( 9.723,  10,  10.276 ) ( 9.526,  10,  10.499 ) ( 4.794,  5,  5.140 ) ( 7.847,  8,  8.457 ) ( 8.589,  9,  9.119 ) ( 4.664,  5,  5.459 ) ( 6.717,  7,  7.239 ) ( 7.578,  8,  8.408 ) ( 7.597,  8,  8.371 ) ( 6.527,  7,  7.159 ) ( 6.509,  7,  7.267 ) 

( 9.507,  10,  10.454 ) ( 4.598,  5,  5.471 ) ( 4.601,  5,  5.168 ) ( 7.515,  8,  8.319 ) ( 7.624,  8,  8.262 ) ( 9.505,  10,  10.349 ) ( 7.739,  8,  8.201 ) ( 7.611,  8,  8.315 ) ( 4.842,  5,  5.300 ) ( 7.666,  8,  8.394 ) ( 6.741,  7,  7.117 ) ( 7.867,  8,  8.181 ) ( 9.575,  10,  10.436 ) ( 4.549,  5,  5.398 ) ( 4.504,  5,  5.442 ) ( 8.836,  9,  9.488 ) ( 8.604,  9,  9.467 ) ( 9.541,  10,  10.296 ) ( 6.866,  7,  7.444 ) ( 6.885,  7,  7.410 ) ( 7.793,  8,  8.110 ) ( 6.741,  7,  7.368 ) ( 6.788,  7,  7.149 ) ( 8.817,  9,  9.270 ) ( 8.651,  9,  9.416 ) ( 4.837,  5,  5.108 ) ( 4.566,  5,  5.196 ) ( 4.812,  5,  5.359 ) ( 8.868,  9,  9.140 ) ( 6.743,  7,  7.128 ) ( 4.518,  5,  5.321 ) ( 5.884,  6,  6.378 ) ( 4.712,  5,  5.475 ) ( 8.826,  9,  9.322 ) ( 9.580,  10,  10.189 ) ( 8.768,  9,  9.126 ) ( 7.801,  8,  8.391 ) ( 4.606,  5,  5.311 ) ( 9.560,  10,  10.477 ) ( 5.520,  6,  6.289 ) ( 5.607,  6,  6.144 ) ( 5.703,  6,  6.327 ) ( 6.761,  7,  7.385 ) ( 8.814,  9,  9.271 ) ( 4.575,  5,  5.342 ) ( 5.701,  6,  6.406 ) ( 6.837,  7,  7.315 ) ( 6.715,  7,  7.351 ) ( 4.710,  5,  5.359 ) ( 7.827,  8,  8.210 ) 

( 6.553,  7,  7.305 ) ( 5.763,  6,  6.147 ) ( 7.804,  8,  8.131 ) ( 6.643,  7,  7.137 ) ( 9.892,  10,  10.338 ) ( 9.674,  10,  10.401 ) ( 6.619,  7,  7.122 ) ( 7.772,  8,  8.121 ) ( 7.593,  8,  8.314 ) ( 8.708,  9,  9.332 ) ( 8.844,  9,  9.491 ) ( 8.762,  9,  9.219 ) ( 8.694,  9,  9.423 ) ( 8.530,  9,  9.497 ) ( 6.719,  7,  7.143 ) ( 7.793,  8,  8.229 ) ( 4.652,  5,  5.343 ) ( 8.725,  9,  9.444 ) ( 5.626,  6,  6.133 ) ( 9.519,  10,  10.382 ) ( 7.630,  8,  8.306 ) ( 5.717,  6,  6.252 ) ( 9.671,  10,  10.411 ) ( 4.728,  5,  5.236 ) ( 9.776,  10,  10.464 ) ( 7.532,  8,  8.280 ) ( 5.544,  6,  6.206 ) ( 6.600,  7,  7.262 ) ( 9.871,  10,  10.370 ) ( 9.741,  10,  10.310 ) ( 7.587,  8,  8.366 ) ( 5.561,  6,  6.261 ) ( 5.791,  6,  6.214 ) ( 4.795,  5,  5.483 ) ( 7.753,  8,  8.186 ) ( 8.635,  9,  9.117 ) ( 7.608,  8,  8.148 ) ( 7.731,  8,  8.221 ) ( 4.541,  5,  5.441 ) ( 5.644,  6,  6.183 ) ( 6.595,  7,  7.324 ) ( 8.636,  9,  9.361 ) ( 9.570,  10,  10.264 ) ( 4.877,  5,  5.459 ) ( 4.866,  5,  5.282 ) ( 9.731,  10,  10.447 ) ( 5.853,  6,  6.207 ) ( 5.793,  6,  6.257 ) ( 7.679,  8,  8.312 ) ( 4.760,  5,  5.468 ) 

( 8.602,  9,  9.105 ) ( 5.515,  6,  6.290 ) ( 5.847,  6,  6.253 ) ( 5.590,  6,  6.112 ) ( 9.806,  10,  10.267 ) ( 5.805,  6,  6.499 ) ( 8.509,  9,  9.459 ) ( 8.640,  9,  9.421 ) ( 5.777,  6,  6.383 ) ( 5.621,  6,  6.256 ) ( 7.835,  8,  8.148 ) ( 8.797,  9,  9.213 ) ( 4.745,  5,  5.310 ) ( 6.631,  7,  7.476 ) ( 6.878,  7,  7.109 ) ( 5.556,  6,  6.420 ) ( 9.886,  10,  10.429 ) ( 7.790,  8,  8.168 ) ( 9.818,  10,  10.121 ) ( 9.820,  10,  10.276 ) ( 8.712,  9,  9.275 ) ( 9.724,  10,  10.278 ) ( 5.766,  6,  6.136 ) ( 5.801,  6,  6.357 ) ( 7.581,  8,  8.479 ) ( 5.887,  6,  6.485 ) ( 9.873,  10,  10.216 ) ( 6.803,  7,  7.282 ) ( 4.574,  5,  5.467 ) ( 6.742,  7,  7.448 ) ( 6.524,  7,  7.202 ) ( 9.631,  10,  10.490 ) ( 5.869,  6,  6.479 ) ( 8.842,  9,  9.213 ) ( 8.500,  9,  9.237 ) ( 8.610,  9,  9.287 ) ( 7.588,  8,  8.165 ) ( 7.534,  8,  8.146 ) ( 6.798,  7,  7.165 ) ( 8.597,  9,  9.121 ) ( 6.856,  7,  7.416 ) ( 8.894,  9,  9.170 ) ( 4.868,  5,  5.203 ) ( 7.648,  8,  8.458 ) ( 4.831,  5,  5.110 ) ( 4.594,  5,  5.145 ) ( 8.787,  9,  9.275 ) ( 7.865,  8,  8.244 ) ( 7.746,  8,  8.193 ) ( 5.643,  6,  6.254 ) 

( 6.670,  7,  7.247 ) ( 4.558,  5,  5.242 ) ( 4.688,  5,  5.407 ) ( 7.712,  8,  8.414 ) ( 9.528,  10,  10.191 ) ( 5.565,  6,  6.116 ) ( 7.893,  8,  8.441 ) ( 8.813,  9,  9.139 ) ( 7.856,  8,  8.439 ) ( 7.503,  8,  8.213 ) ( 9.551,  10,  10.403 ) ( 8.742,  9,  9.162 ) ( 6.822,  7,  7.293 ) ( 8.694,  9,  9.332 ) ( 4.614,  5,  5.163 ) ( 9.513,  10,  10.216 ) ( 7.690,  8,  8.428 ) ( 7.642,  8,  8.123 ) ( 6.664,  7,  7.146 ) ( 7.563,  8,  8.308 ) ( 9.763,  10,  10.372 ) ( 6.676,  7,  7.244 ) ( 5.688,  6,  6.411 ) ( 7.717,  8,  8.356 ) ( 9.651,  10,  10.280 ) ( 4.531,  5,  5.299 ) ( 5.817,  6,  6.227 ) ( 8.639,  9,  9.261 ) ( 7.579,  8,  8.167 ) ( 6.506,  7,  7.307 ) ( 7.770,  8,  8.480 ) ( 8.577,  9,  9.441 ) ( 6.591,  7,  7.281 ) ( 8.536,  9,  9.244 ) ( 9.673,  10,  10.401 ) ( 6.548,  7,  7.464 ) ( 7.728,  8,  8.276 ) ( 6.792,  7,  7.485 ) ( 8.813,  9,  9.391 ) ( 5.659,  6,  6.436 ) ( 4.829,  5,  5.310 ) ( 7.765,  8,  8.254 ) ( 9.563,  10,  10.496 ) ( 4.584,  5,  5.358 ) ( 6.837,  7,  7.409 ) ( 7.835,  8,  8.293 ) ( 9.610,  10,  10.487 ) ( 9.766,  10,  10.298 ) ( 4.732,  5,  5.197 ) ( 9.558,  10,  10.495 ) 

( 6.502,  7,  7.394 ) ( 7.541,  8,  8.271 ) ( 6.829,  7,  7.167 ) ( 6.744,  7,  7.257 ) ( 4.542,  5,  5.496 ) ( 9.807,  10,  10.129 ) ( 6.694,  7,  7.328 ) ( 9.716,  10,  10.244 ) ( 5.676,  6,  6.200 ) ( 7.899,  8,  8.387 ) ( 5.891,  6,  6.166 ) ( 9.820,  10,  10.399 ) ( 5.847,  6,  6.313 ) ( 6.803,  7,  7.321 ) ( 7.589,  8,  8.140 ) ( 5.684,  6,  6.409 ) ( 6.566,  7,  7.275 ) ( 4.820,  5,  5.105 ) ( 5.658,  6,  6.335 ) ( 4.738,  5,  5.300 ) ( 9.668,  10,  10.355 ) ( 9.670,  10,  10.138 ) ( 8.816,  9,  9.114 ) ( 6.719,  7,  7.408 ) ( 4.787,  5,  5.283 ) ( 4.706,  5,  5.222 ) ( 9.651,  10,  10.374 ) ( 7.879,  8,  8.402 ) ( 7.813,  8,  8.218 ) ( 7.776,  8,  8.498 ) ( 5.742,  6,  6.440 ) ( 7.593,  8,  8.192 ) ( 4.785,  5,  5.487 ) ( 5.803,  6,  6.457 ) ( 9.678,  10,  10.359 ) ( 8.742,  9,  9.153 ) ( 4.786,  5,  5.487 ) ( 9.809,  10,  10.298 ) ( 7.899,  8,  8.373 ) ( 6.794,  7,  7.214 ) ( 7.845,  8,  8.400 ) ( 9.663,  10,  10.404 ) ( 5.726,  6,  6.358 ) ( 6.694,  7,  7.361 ) ( 5.524,  6,  6.430 ) ( 6.641,  7,  7.234 ) ( 5.630,  6,  6.266 ) ( 7.674,  8,  8.485 ) ( 4.747,  5,  5.423 ) ( 7.558,  8,  8.475 ) 

( 5.718,  6,  6.200 ) ( 4.872,  5,  5.397 ) ( 6.813,  7,  7.219 ) ( 9.805,  10,  10.188 ) ( 4.508,  5,  5.301 ) ( 4.698,  5,  5.147 ) ( 7.799,  8,  8.138 ) ( 4.549,  5,  5.375 ) ( 6.604,  7,  7.257 ) ( 8.764,  9,  9.372 ) ( 5.813,  6,  6.496 ) ( 7.894,  8,  8.457 ) ( 6.738,  7,  7.333 ) ( 6.559,  7,  7.415 ) ( 8.744,  9,  9.383 ) ( 9.610,  10,  10.439 ) ( 4.517,  5,  5.418 ) ( 8.664,  9,  9.170 ) ( 7.863,  8,  8.431 ) ( 6.743,  7,  7.129 ) ( 8.769,  9,  9.459 ) ( 8.824,  9,  9.332 ) ( 9.502,  10,  10.127 ) ( 9.793,  10,  10.394 ) ( 4.715,  5,  5.344 ) ( 4.734,  5,  5.372 ) ( 5.661,  6,  6.273 ) ( 6.671,  7,  7.101 ) ( 5.894,  6,  6.270 ) ( 4.583,  5,  5.262 ) ( 7.846,  8,  8.306 ) ( 6.799,  7,  7.137 ) ( 4.776,  5,  5.437 ) ( 7.794,  8,  8.261 ) ( 4.632,  5,  5.364 ) ( 8.710,  9,  9.499 ) ( 8.677,  9,  9.366 ) ( 7.669,  8,  8.321 ) ( 6.606,  7,  7.439 ) ( 4.785,  5,  5.179 ) ( 6.718,  7,  7.381 ) ( 8.549,  9,  9.121 ) ( 5.846,  6,  6.280 ) ( 6.877,  7,  7.160 ) ( 4.550,  5,  5.439 ) ( 7.678,  8,  8.104 ) ( 9.754,  10,  10.423 ) ( 8.859,  9,  9.370 ) ( 5.640,  6,  6.247 ) ( 6.869,  7,  7.228 ) 

