
( 4.540,  5,  5.235 ) ( 8.786,  9,  9.384 ) ( 9.769,  10,  10.151 ) ( 9.878,  10,  10.441 ) ( 4.818,  5,  5.495 ) ( 6.522,  7,  7.415 ) ( 6.890,  7,  7.361 ) ( 4.546,  5,  5.335 ) ( 7.607,  8,  8.298 ) ( 8.718,  9,  9.254 ) ( 6.810,  7,  7.150 ) ( 9.736,  10,  10.252 ) ( 4.629,  5,  5.232 ) ( 9.868,  10,  10.410 ) ( 4.577,  5,  5.226 ) ( 7.834,  8,  8.383 ) ( 6.640,  7,  7.280 ) ( 6.733,  7,  7.492 ) ( 6.669,  7,  7.290 ) ( 8.567,  9,  9.413 ) ( 7.715,  8,  8.411 ) ( 6.672,  7,  7.295 ) ( 4.728,  5,  5.283 ) ( 4.870,  5,  5.165 ) ( 7.519,  8,  8.312 ) ( 5.681,  6,  6.170 ) ( 6.638,  7,  7.483 ) ( 6.677,  7,  7.233 ) ( 6.785,  7,  7.355 ) ( 5.857,  6,  6.138 ) ( 5.519,  6,  6.209 ) ( 6.579,  7,  7.341 ) ( 7.611,  8,  8.189 ) ( 4.667,  5,  5.220 ) ( 5.622,  6,  6.266 ) ( 7.867,  8,  8.163 ) ( 4.823,  5,  5.361 ) ( 5.642,  6,  6.349 ) ( 5.856,  6,  6.387 ) ( 5.586,  6,  6.125 ) ( 9.801,  10,  10.233 ) ( 8.805,  9,  9.462 ) ( 8.784,  9,  9.418 ) ( 4.806,  5,  5.331 ) ( 5.727,  6,  6.237 ) ( 9.631,  10,  10.253 ) ( 5.654,  6,  6.291 ) ( 5.506,  6,  6.235 ) ( 5.621,  6,  6.328 ) ( 5.646,  6,  6.257 ) ( 9.506,  10,  10.387 ) ( 9.680,  10,  10.171 ) ( 7.751,  8,  8.178 ) ( 7.580,  8,  8.293 ) ( 7.534,  8,  8.334 ) ( 8.682,  9,  9.165 ) ( 6.533,  7,  7.413 ) ( 9.874,  10,  10.184 ) ( 5.670,  6,  6.221 ) ( 8.585,  9,  9.103 ) ( 5.642,  6,  6.284 ) ( 4.744,  5,  5.205 ) ( 9.525,  10,  10.250 ) ( 6.661,  7,  7.354 ) ( 8.522,  9,  9.194 ) ( 4.889,  5,  5.472 ) ( 4.519,  5,  5.332 ) ( 7.857,  8,  8.230 ) ( 4.590,  5,  5.463 ) ( 9.577,  10,  10.376 ) ( 8.703,  9,  9.241 ) ( 9.559,  10,  10.265 ) ( 5.847,  6,  6.467 ) ( 7.652,  8,  8.383 ) ( 7.812,  8,  8.263 ) ( 4.614,  5,  5.446 ) ( 6.553,  7,  7.142 ) ( 6.849,  7,  7.422 ) ( 6.708,  7,  7.391 ) ( 5.724,  6,  6.270 ) ( 5.516,  6,  6.288 ) ( 9.759,  10,  10.466 ) ( 8.881,  9,  9.284 ) ( 8.804,  9,  9.429 ) ( 7.753,  8,  8.119 ) ( 5.695,  6,  6.444 ) ( 5.741,  6,  6.245 ) ( 7.792,  8,  8.313 ) ( 9.788,  10,  10.457 ) ( 6.804,  7,  7.300 ) ( 6.780,  7,  7.482 ) ( 8.753,  9,  9.167 ) ( 4.877,  5,  5.298 ) ( 5.511,  6,  6.315 ) ( 4.812,  5,  5.265 ) ( 8.515,  9,  9.173 ) ( 9.548,  10,  10.226 ) ( 4.862,  5,  5.472 ) ( 9.590,  10,  10.234 ) ( 9.599,  10,  10.157 ) 

( 8.747,  9,  9.206 ) ( 8.899,  9,  9.412 ) ( 7.649,  8,  8.209 ) ( 7.775,  8,  8.464 ) ( 9.834,  10,  10.321 ) ( 8.736,  9,  9.286 ) ( 8.697,  9,  9.411 ) ( 9.647,  10,  10.326 ) ( 9.791,  10,  10.341 ) ( 8.859,  9,  9.297 ) ( 4.894,  5,  5.126 ) ( 4.630,  5,  5.459 ) ( 7.748,  8,  8.408 ) ( 7.569,  8,  8.162 ) ( 9.858,  10,  10.332 ) ( 8.781,  9,  9.295 ) ( 8.562,  9,  9.220 ) ( 8.793,  9,  9.289 ) ( 6.671,  7,  7.332 ) ( 7.747,  8,  8.395 ) ( 4.847,  5,  5.417 ) ( 6.819,  7,  7.356 ) ( 5.672,  6,  6.433 ) ( 8.818,  9,  9.437 ) ( 7.725,  8,  8.224 ) ( 6.766,  7,  7.281 ) ( 4.750,  5,  5.104 ) ( 4.760,  5,  5.402 ) ( 4.588,  5,  5.171 ) ( 4.536,  5,  5.455 ) ( 8.598,  9,  9.184 ) ( 6.750,  7,  7.340 ) ( 8.696,  9,  9.357 ) ( 5.871,  6,  6.133 ) ( 4.811,  5,  5.282 ) ( 5.572,  6,  6.243 ) ( 7.801,  8,  8.109 ) ( 6.501,  7,  7.428 ) ( 4.558,  5,  5.181 ) ( 6.635,  7,  7.217 ) ( 4.696,  5,  5.499 ) ( 8.602,  9,  9.454 ) ( 7.897,  8,  8.138 ) ( 5.644,  6,  6.416 ) ( 5.791,  6,  6.321 ) ( 4.630,  5,  5.111 ) ( 8.596,  9,  9.120 ) ( 8.649,  9,  9.208 ) ( 8.623,  9,  9.381 ) ( 8.759,  9,  9.466 ) ( 9.837,  10,  10.168 ) ( 6.791,  7,  7.262 ) ( 4.823,  5,  5.208 ) ( 9.810,  10,  10.119 ) ( 8.711,  9,  9.455 ) ( 5.764,  6,  6.493 ) ( 5.546,  6,  6.134 ) ( 8.553,  9,  9.457 ) ( 9.828,  10,  10.303 ) ( 9.627,  10,  10.281 ) ( 8.876,  9,  9.243 ) ( 7.707,  8,  8.429 ) ( 4.737,  5,  5.144 ) ( 4.864,  5,  5.140 ) ( 6.575,  7,  7.277 ) ( 4.894,  5,  5.488 ) ( 5.654,  6,  6.215 ) ( 4.750,  5,  5.423 ) ( 6.677,  7,  7.340 ) ( 9.558,  10,  10.112 ) ( 6.705,  7,  7.178 ) ( 4.895,  5,  5.249 ) ( 8.788,  9,  9.452 ) ( 7.794,  8,  8.284 ) ( 5.745,  6,  6.479 ) ( 7.535,  8,  8.279 ) ( 5.778,  6,  6.258 ) ( 9.792,  10,  10.385 ) ( 5.698,  6,  6.244 ) ( 7.575,  8,  8.227 ) ( 5.579,  6,  6.431 ) ( 5.785,  6,  6.267 ) ( 7.853,  8,  8.365 ) ( 5.811,  6,  6.370 ) ( 8.794,  9,  9.131 ) ( 5.619,  6,  6.401 ) ( 4.791,  5,  5.386 ) ( 7.850,  8,  8.321 ) ( 4.663,  5,  5.256 ) ( 4.895,  5,  5.492 ) ( 6.766,  7,  7.470 ) ( 8.728,  9,  9.356 ) ( 5.771,  6,  6.379 ) ( 4.760,  5,  5.431 ) ( 9.876,  10,  10.165 ) ( 8.842,  9,  9.445 ) ( 4.504,  5,  5.273 ) ( 8.788,  9,  9.143 ) ( 8.862,  9,  9.301 ) ( 4.588,  5,  5.244 ) 

( 8.667,  9,  9.293 ) ( 8.855,  9,  9.441 ) ( 8.821,  9,  9.194 ) ( 4.738,  5,  5.417 ) ( 4.650,  5,  5.267 ) ( 4.591,  5,  5.484 ) ( 7.762,  8,  8.181 ) ( 5.660,  6,  6.366 ) ( 7.540,  8,  8.480 ) ( 7.703,  8,  8.484 ) ( 9.855,  10,  10.355 ) ( 9.571,  10,  10.141 ) ( 6.873,  7,  7.141 ) ( 4.817,  5,  5.165 ) ( 8.658,  9,  9.496 ) ( 4.691,  5,  5.175 ) ( 6.711,  7,  7.354 ) ( 7.883,  8,  8.368 ) ( 7.552,  8,  8.279 ) ( 6.715,  7,  7.298 ) ( 5.554,  6,  6.194 ) ( 7.718,  8,  8.184 ) ( 8.726,  9,  9.121 ) ( 6.550,  7,  7.234 ) ( 8.899,  9,  9.247 ) ( 7.782,  8,  8.146 ) ( 4.899,  5,  5.147 ) ( 6.813,  7,  7.129 ) ( 4.812,  5,  5.270 ) ( 6.806,  7,  7.431 ) ( 5.734,  6,  6.404 ) ( 8.894,  9,  9.455 ) ( 5.743,  6,  6.122 ) ( 9.677,  10,  10.205 ) ( 8.699,  9,  9.108 ) ( 5.597,  6,  6.247 ) ( 7.799,  8,  8.184 ) ( 9.670,  10,  10.376 ) ( 4.794,  5,  5.280 ) ( 9.890,  10,  10.207 ) ( 4.573,  5,  5.228 ) ( 7.747,  8,  8.428 ) ( 6.724,  7,  7.340 ) ( 6.543,  7,  7.364 ) ( 8.889,  9,  9.152 ) ( 8.706,  9,  9.277 ) ( 6.545,  7,  7.300 ) ( 4.768,  5,  5.213 ) ( 5.678,  6,  6.455 ) ( 7.682,  8,  8.123 ) ( 4.537,  5,  5.221 ) ( 4.730,  5,  5.164 ) ( 5.695,  6,  6.101 ) ( 8.560,  9,  9.411 ) ( 7.719,  8,  8.450 ) ( 7.882,  8,  8.208 ) ( 6.822,  7,  7.271 ) ( 5.864,  6,  6.354 ) ( 9.889,  10,  10.494 ) ( 6.782,  7,  7.121 ) ( 8.855,  9,  9.412 ) ( 8.702,  9,  9.101 ) ( 8.787,  9,  9.430 ) ( 7.787,  8,  8.435 ) ( 8.615,  9,  9.431 ) ( 4.542,  5,  5.348 ) ( 8.848,  9,  9.229 ) ( 9.588,  10,  10.357 ) ( 7.770,  8,  8.352 ) ( 6.733,  7,  7.410 ) ( 8.698,  9,  9.285 ) ( 8.882,  9,  9.381 ) ( 4.544,  5,  5.155 ) ( 4.765,  5,  5.466 ) ( 4.852,  5,  5.352 ) ( 6.512,  7,  7.194 ) ( 9.735,  10,  10.285 ) ( 5.806,  6,  6.377 ) ( 6.785,  7,  7.308 ) ( 8.688,  9,  9.500 ) ( 6.761,  7,  7.271 ) ( 6.653,  7,  7.291 ) ( 9.601,  10,  10.259 ) ( 7.853,  8,  8.129 ) ( 4.889,  5,  5.315 ) ( 4.561,  5,  5.313 ) ( 8.500,  9,  9.458 ) ( 4.806,  5,  5.455 ) ( 5.888,  6,  6.329 ) ( 6.578,  7,  7.160 ) ( 4.819,  5,  5.409 ) ( 9.746,  10,  10.345 ) ( 4.805,  5,  5.348 ) ( 6.777,  7,  7.310 ) ( 4.844,  5,  5.435 ) ( 6.691,  7,  7.295 ) ( 6.795,  7,  7.157 ) ( 8.514,  9,  9.105 ) ( 6.684,  7,  7.133 ) ( 8.867,  9,  9.327 ) 

( 9.653,  10,  10.473 ) ( 4.859,  5,  5.347 ) ( 6.570,  7,  7.235 ) ( 7.698,  8,  8.442 ) ( 9.537,  10,  10.224 ) ( 6.897,  7,  7.144 ) ( 9.867,  10,  10.257 ) ( 6.611,  7,  7.227 ) ( 5.895,  6,  6.112 ) ( 9.563,  10,  10.161 ) ( 4.553,  5,  5.247 ) ( 8.644,  9,  9.152 ) ( 5.697,  6,  6.342 ) ( 9.843,  10,  10.119 ) ( 9.625,  10,  10.190 ) ( 9.653,  10,  10.222 ) ( 7.837,  8,  8.387 ) ( 8.531,  9,  9.493 ) ( 8.878,  9,  9.271 ) ( 9.565,  10,  10.485 ) ( 4.605,  5,  5.438 ) ( 6.871,  7,  7.428 ) ( 6.805,  7,  7.418 ) ( 4.845,  5,  5.200 ) ( 7.570,  8,  8.492 ) ( 7.739,  8,  8.377 ) ( 7.761,  8,  8.118 ) ( 7.571,  8,  8.442 ) ( 9.640,  10,  10.486 ) ( 7.539,  8,  8.235 ) ( 5.824,  6,  6.308 ) ( 8.643,  9,  9.238 ) ( 7.805,  8,  8.326 ) ( 7.769,  8,  8.217 ) ( 5.503,  6,  6.167 ) ( 4.798,  5,  5.392 ) ( 8.895,  9,  9.230 ) ( 8.680,  9,  9.200 ) ( 6.851,  7,  7.375 ) ( 9.700,  10,  10.479 ) ( 7.633,  8,  8.461 ) ( 7.644,  8,  8.106 ) ( 7.521,  8,  8.285 ) ( 6.552,  7,  7.339 ) ( 4.730,  5,  5.410 ) ( 5.527,  6,  6.346 ) ( 6.782,  7,  7.330 ) ( 8.516,  9,  9.313 ) ( 9.844,  10,  10.215 ) ( 8.570,  9,  9.153 ) ( 5.718,  6,  6.131 ) ( 9.555,  10,  10.287 ) ( 8.738,  9,  9.265 ) ( 7.613,  8,  8.310 ) ( 7.860,  8,  8.187 ) ( 5.711,  6,  6.407 ) ( 4.852,  5,  5.145 ) ( 8.587,  9,  9.127 ) ( 9.671,  10,  10.361 ) ( 8.634,  9,  9.500 ) ( 5.729,  6,  6.339 ) ( 4.654,  5,  5.389 ) ( 4.831,  5,  5.330 ) ( 7.799,  8,  8.225 ) ( 8.555,  9,  9.131 ) ( 6.721,  7,  7.227 ) ( 7.838,  8,  8.224 ) ( 4.586,  5,  5.324 ) ( 4.611,  5,  5.301 ) ( 4.866,  5,  5.429 ) ( 9.613,  10,  10.323 ) ( 6.664,  7,  7.435 ) ( 5.632,  6,  6.250 ) ( 5.538,  6,  6.197 ) ( 8.889,  9,  9.328 ) ( 9.803,  10,  10.282 ) ( 6.833,  7,  7.443 ) ( 8.830,  9,  9.236 ) ( 5.727,  6,  6.272 ) ( 5.639,  6,  6.218 ) ( 6.697,  7,  7.140 ) ( 6.655,  7,  7.365 ) ( 8.736,  9,  9.259 ) ( 5.811,  6,  6.153 ) ( 8.540,  9,  9.223 ) ( 9.518,  10,  10.347 ) ( 4.554,  5,  5.318 ) ( 6.718,  7,  7.314 ) ( 8.532,  9,  9.244 ) ( 9.588,  10,  10.479 ) ( 4.528,  5,  5.109 ) ( 9.740,  10,  10.139 ) ( 8.548,  9,  9.331 ) ( 5.725,  6,  6.224 ) ( 4.897,  5,  5.136 ) ( 6.658,  7,  7.306 ) ( 5.824,  6,  6.186 ) ( 8.829,  9,  9.340 ) ( 6.655,  7,  7.260 ) ( 9.607,  10,  10.305 ) 

( 6.617,  7,  7.375 ) ( 9.848,  10,  10.329 ) ( 5.807,  6,  6.334 ) ( 5.857,  6,  6.161 ) ( 4.522,  5,  5.455 ) ( 4.861,  5,  5.450 ) ( 8.536,  9,  9.300 ) ( 4.512,  5,  5.415 ) ( 8.869,  9,  9.263 ) ( 4.861,  5,  5.133 ) ( 9.701,  10,  10.381 ) ( 9.661,  10,  10.375 ) ( 4.533,  5,  5.410 ) ( 7.785,  8,  8.313 ) ( 8.831,  9,  9.108 ) ( 8.883,  9,  9.452 ) ( 5.617,  6,  6.169 ) ( 8.719,  9,  9.475 ) ( 5.597,  6,  6.324 ) ( 9.864,  10,  10.380 ) ( 8.721,  9,  9.175 ) ( 5.670,  6,  6.243 ) ( 6.625,  7,  7.318 ) ( 4.842,  5,  5.405 ) ( 4.519,  5,  5.198 ) ( 7.561,  8,  8.280 ) ( 4.521,  5,  5.278 ) ( 5.845,  6,  6.446 ) ( 9.813,  10,  10.270 ) ( 4.741,  5,  5.256 ) ( 5.722,  6,  6.276 ) ( 9.792,  10,  10.161 ) ( 9.655,  10,  10.390 ) ( 4.864,  5,  5.248 ) ( 8.786,  9,  9.172 ) ( 8.872,  9,  9.393 ) ( 4.753,  5,  5.358 ) ( 6.864,  7,  7.122 ) ( 8.824,  9,  9.195 ) ( 7.573,  8,  8.157 ) ( 6.708,  7,  7.366 ) ( 6.663,  7,  7.271 ) ( 6.856,  7,  7.392 ) ( 7.783,  8,  8.231 ) ( 7.838,  8,  8.376 ) ( 4.613,  5,  5.341 ) ( 9.848,  10,  10.496 ) ( 8.599,  9,  9.397 ) ( 8.615,  9,  9.438 ) ( 4.855,  5,  5.499 ) ( 7.890,  8,  8.173 ) ( 4.607,  5,  5.257 ) ( 4.569,  5,  5.429 ) ( 4.721,  5,  5.107 ) ( 4.876,  5,  5.207 ) ( 4.836,  5,  5.316 ) ( 5.527,  6,  6.401 ) ( 4.513,  5,  5.117 ) ( 4.707,  5,  5.204 ) ( 8.753,  9,  9.355 ) ( 4.520,  5,  5.135 ) ( 9.804,  10,  10.132 ) ( 7.870,  8,  8.497 ) ( 8.570,  9,  9.415 ) ( 9.566,  10,  10.475 ) ( 9.586,  10,  10.444 ) ( 6.852,  7,  7.307 ) ( 4.799,  5,  5.479 ) ( 5.764,  6,  6.381 ) ( 8.514,  9,  9.260 ) ( 7.513,  8,  8.150 ) ( 6.524,  7,  7.460 ) ( 4.550,  5,  5.464 ) ( 9.523,  10,  10.243 ) ( 7.832,  8,  8.224 ) ( 8.502,  9,  9.148 ) ( 7.741,  8,  8.194 ) ( 6.819,  7,  7.289 ) ( 6.810,  7,  7.110 ) ( 5.796,  6,  6.125 ) ( 7.515,  8,  8.118 ) ( 8.531,  9,  9.133 ) ( 4.675,  5,  5.170 ) ( 5.889,  6,  6.462 ) ( 6.549,  7,  7.497 ) ( 4.778,  5,  5.438 ) ( 5.853,  6,  6.198 ) ( 7.602,  8,  8.497 ) ( 9.839,  10,  10.375 ) ( 9.760,  10,  10.229 ) ( 5.501,  6,  6.238 ) ( 7.722,  8,  8.258 ) ( 8.668,  9,  9.358 ) ( 6.553,  7,  7.422 ) ( 5.631,  6,  6.151 ) ( 8.553,  9,  9.354 ) ( 5.831,  6,  6.415 ) ( 7.614,  8,  8.395 ) ( 6.514,  7,  7.398 ) ( 4.644,  5,  5.436 ) 

( 4.605,  5,  5.478 ) ( 7.626,  8,  8.441 ) ( 6.825,  7,  7.273 ) ( 4.562,  5,  5.237 ) ( 6.852,  7,  7.178 ) ( 9.634,  10,  10.147 ) ( 6.684,  7,  7.144 ) ( 7.695,  8,  8.148 ) ( 4.598,  5,  5.252 ) ( 9.530,  10,  10.271 ) ( 8.697,  9,  9.416 ) ( 7.875,  8,  8.372 ) ( 7.668,  8,  8.411 ) ( 6.733,  7,  7.317 ) ( 6.692,  7,  7.123 ) ( 9.746,  10,  10.203 ) ( 5.899,  6,  6.128 ) ( 5.855,  6,  6.176 ) ( 4.699,  5,  5.483 ) ( 4.687,  5,  5.349 ) ( 5.839,  6,  6.179 ) ( 9.604,  10,  10.378 ) ( 7.778,  8,  8.201 ) ( 9.575,  10,  10.124 ) ( 9.648,  10,  10.395 ) ( 9.705,  10,  10.155 ) ( 5.689,  6,  6.320 ) ( 8.573,  9,  9.143 ) ( 4.769,  5,  5.193 ) ( 7.639,  8,  8.439 ) ( 8.784,  9,  9.114 ) ( 4.858,  5,  5.217 ) ( 4.857,  5,  5.187 ) ( 5.707,  6,  6.343 ) ( 9.830,  10,  10.106 ) ( 4.808,  5,  5.231 ) ( 8.815,  9,  9.487 ) ( 5.891,  6,  6.307 ) ( 7.812,  8,  8.434 ) ( 8.668,  9,  9.441 ) ( 4.671,  5,  5.127 ) ( 4.504,  5,  5.141 ) ( 9.654,  10,  10.422 ) ( 5.816,  6,  6.477 ) ( 6.884,  7,  7.445 ) ( 5.584,  6,  6.232 ) ( 8.541,  9,  9.458 ) ( 5.651,  6,  6.102 ) ( 5.855,  6,  6.142 ) ( 6.655,  7,  7.214 ) ( 5.852,  6,  6.437 ) ( 6.655,  7,  7.233 ) ( 9.576,  10,  10.354 ) ( 7.560,  8,  8.112 ) ( 5.712,  6,  6.272 ) ( 8.547,  9,  9.117 ) ( 4.701,  5,  5.449 ) ( 5.842,  6,  6.145 ) ( 6.629,  7,  7.242 ) ( 4.878,  5,  5.387 ) ( 8.814,  9,  9.438 ) ( 9.881,  10,  10.145 ) ( 9.604,  10,  10.368 ) ( 9.853,  10,  10.441 ) ( 8.589,  9,  9.392 ) ( 8.844,  9,  9.459 ) ( 9.671,  10,  10.401 ) ( 6.808,  7,  7.253 ) ( 7.745,  8,  8.132 ) ( 5.735,  6,  6.443 ) ( 9.696,  10,  10.218 ) ( 6.540,  7,  7.103 ) ( 5.833,  6,  6.118 ) ( 6.852,  7,  7.438 ) ( 7.740,  8,  8.171 ) ( 5.675,  6,  6.346 ) ( 6.891,  7,  7.344 ) ( 4.608,  5,  5.405 ) ( 7.787,  8,  8.438 ) ( 7.654,  8,  8.123 ) ( 6.670,  7,  7.402 ) ( 6.518,  7,  7.159 ) ( 9.697,  10,  10.174 ) ( 4.688,  5,  5.458 ) ( 9.793,  10,  10.477 ) ( 8.599,  9,  9.411 ) ( 8.804,  9,  9.362 ) ( 7.585,  8,  8.263 ) ( 9.620,  10,  10.463 ) ( 9.799,  10,  10.140 ) ( 6.866,  7,  7.426 ) ( 8.614,  9,  9.143 ) ( 8.730,  9,  9.278 ) ( 5.552,  6,  6.383 ) ( 5.784,  6,  6.294 ) ( 6.594,  7,  7.446 ) ( 7.804,  8,  8.388 ) ( 8.895,  9,  9.399 ) ( 6.537,  7,  7.317 ) ( 4.643,  5,  5.170 ) 

( 7.706,  8,  8.258 ) ( 9.519,  10,  10.390 ) ( 6.881,  7,  7.396 ) ( 6.847,  7,  7.399 ) ( 6.641,  7,  7.254 ) ( 8.561,  9,  9.393 ) ( 8.820,  9,  9.325 ) ( 8.565,  9,  9.350 ) ( 8.898,  9,  9.383 ) ( 9.767,  10,  10.218 ) ( 5.823,  6,  6.139 ) ( 8.835,  9,  9.273 ) ( 9.573,  10,  10.170 ) ( 8.829,  9,  9.390 ) ( 6.613,  7,  7.428 ) ( 7.540,  8,  8.181 ) ( 6.814,  7,  7.441 ) ( 5.528,  6,  6.205 ) ( 4.663,  5,  5.125 ) ( 4.896,  5,  5.196 ) ( 8.722,  9,  9.443 ) ( 6.511,  7,  7.358 ) ( 6.732,  7,  7.424 ) ( 4.792,  5,  5.270 ) ( 5.693,  6,  6.340 ) ( 7.612,  8,  8.384 ) ( 6.621,  7,  7.453 ) ( 6.844,  7,  7.306 ) ( 9.877,  10,  10.227 ) ( 6.803,  7,  7.410 ) ( 7.845,  8,  8.157 ) ( 7.509,  8,  8.241 ) ( 6.502,  7,  7.463 ) ( 7.654,  8,  8.335 ) ( 9.512,  10,  10.350 ) ( 8.569,  9,  9.266 ) ( 5.707,  6,  6.419 ) ( 5.876,  6,  6.461 ) ( 4.657,  5,  5.232 ) ( 7.769,  8,  8.150 ) ( 8.527,  9,  9.119 ) ( 5.567,  6,  6.352 ) ( 4.528,  5,  5.490 ) ( 8.841,  9,  9.495 ) ( 9.783,  10,  10.255 ) ( 6.595,  7,  7.272 ) ( 5.688,  6,  6.397 ) ( 9.587,  10,  10.309 ) ( 5.640,  6,  6.259 ) ( 5.856,  6,  6.348 ) ( 7.891,  8,  8.475 ) ( 9.886,  10,  10.302 ) ( 6.606,  7,  7.138 ) ( 9.738,  10,  10.238 ) ( 9.729,  10,  10.393 ) ( 5.713,  6,  6.244 ) ( 4.588,  5,  5.221 ) ( 9.504,  10,  10.384 ) ( 8.789,  9,  9.154 ) ( 8.620,  9,  9.328 ) ( 6.691,  7,  7.285 ) ( 5.900,  6,  6.121 ) ( 5.818,  6,  6.413 ) ( 6.670,  7,  7.441 ) ( 8.827,  9,  9.375 ) ( 8.711,  9,  9.182 ) ( 8.650,  9,  9.303 ) ( 8.616,  9,  9.244 ) ( 4.658,  5,  5.146 ) ( 8.618,  9,  9.112 ) ( 9.561,  10,  10.169 ) ( 8.744,  9,  9.351 ) ( 9.710,  10,  10.252 ) ( 9.764,  10,  10.400 ) ( 6.694,  7,  7.116 ) ( 6.772,  7,  7.115 ) ( 4.700,  5,  5.228 ) ( 5.864,  6,  6.382 ) ( 9.858,  10,  10.367 ) ( 5.677,  6,  6.214 ) ( 5.759,  6,  6.112 ) ( 7.704,  8,  8.491 ) ( 9.685,  10,  10.180 ) ( 7.765,  8,  8.157 ) ( 4.774,  5,  5.117 ) ( 6.831,  7,  7.165 ) ( 8.814,  9,  9.325 ) ( 9.583,  10,  10.376 ) ( 6.523,  7,  7.153 ) ( 6.724,  7,  7.283 ) ( 7.832,  8,  8.404 ) ( 6.702,  7,  7.369 ) ( 5.867,  6,  6.334 ) ( 8.749,  9,  9.174 ) ( 6.799,  7,  7.474 ) ( 8.712,  9,  9.342 ) ( 6.514,  7,  7.484 ) ( 4.667,  5,  5.302 ) ( 4.836,  5,  5.468 ) ( 4.642,  5,  5.290 ) 

( 8.515,  9,  9.428 ) ( 9.644,  10,  10.170 ) ( 9.747,  10,  10.272 ) ( 7.554,  8,  8.230 ) ( 7.675,  8,  8.222 ) ( 9.588,  10,  10.393 ) ( 7.873,  8,  8.210 ) ( 7.738,  8,  8.159 ) ( 5.556,  6,  6.413 ) ( 4.767,  5,  5.145 ) ( 6.613,  7,  7.422 ) ( 4.613,  5,  5.373 ) ( 5.594,  6,  6.220 ) ( 5.825,  6,  6.471 ) ( 7.812,  8,  8.433 ) ( 6.739,  7,  7.172 ) ( 8.639,  9,  9.117 ) ( 9.757,  10,  10.114 ) ( 5.711,  6,  6.189 ) ( 8.757,  9,  9.114 ) ( 4.689,  5,  5.155 ) ( 8.592,  9,  9.338 ) ( 4.734,  5,  5.170 ) ( 9.602,  10,  10.210 ) ( 4.517,  5,  5.131 ) ( 6.745,  7,  7.369 ) ( 7.547,  8,  8.142 ) ( 6.758,  7,  7.359 ) ( 6.738,  7,  7.317 ) ( 5.670,  6,  6.349 ) ( 5.750,  6,  6.491 ) ( 8.578,  9,  9.111 ) ( 5.892,  6,  6.165 ) ( 4.875,  5,  5.297 ) ( 5.746,  6,  6.268 ) ( 6.689,  7,  7.465 ) ( 7.677,  8,  8.219 ) ( 6.697,  7,  7.489 ) ( 9.712,  10,  10.201 ) ( 6.801,  7,  7.271 ) ( 6.768,  7,  7.353 ) ( 9.860,  10,  10.185 ) ( 6.605,  7,  7.283 ) ( 8.556,  9,  9.157 ) ( 5.501,  6,  6.274 ) ( 7.594,  8,  8.250 ) ( 8.735,  9,  9.328 ) ( 7.739,  8,  8.273 ) ( 5.607,  6,  6.285 ) ( 7.530,  8,  8.146 ) ( 5.547,  6,  6.281 ) ( 5.889,  6,  6.276 ) ( 5.600,  6,  6.315 ) ( 9.735,  10,  10.188 ) ( 4.584,  5,  5.363 ) ( 5.641,  6,  6.148 ) ( 9.783,  10,  10.399 ) ( 6.767,  7,  7.112 ) ( 5.818,  6,  6.177 ) ( 5.831,  6,  6.181 ) ( 7.649,  8,  8.475 ) ( 6.669,  7,  7.116 ) ( 9.698,  10,  10.492 ) ( 6.711,  7,  7.195 ) ( 4.723,  5,  5.259 ) ( 8.759,  9,  9.229 ) ( 8.560,  9,  9.253 ) ( 6.595,  7,  7.340 ) ( 8.532,  9,  9.170 ) ( 5.572,  6,  6.384 ) ( 6.567,  7,  7.287 ) ( 8.568,  9,  9.150 ) ( 5.814,  6,  6.164 ) ( 9.838,  10,  10.268 ) ( 4.758,  5,  5.230 ) ( 4.651,  5,  5.493 ) ( 4.795,  5,  5.180 ) ( 8.891,  9,  9.408 ) ( 7.828,  8,  8.299 ) ( 5.897,  6,  6.349 ) ( 5.542,  6,  6.244 ) ( 6.522,  7,  7.398 ) ( 6.603,  7,  7.383 ) ( 4.763,  5,  5.364 ) ( 5.546,  6,  6.165 ) ( 5.752,  6,  6.387 ) ( 9.648,  10,  10.179 ) ( 4.563,  5,  5.438 ) ( 5.756,  6,  6.499 ) ( 9.794,  10,  10.386 ) ( 9.770,  10,  10.455 ) ( 6.621,  7,  7.335 ) ( 9.865,  10,  10.388 ) ( 6.758,  7,  7.207 ) ( 9.813,  10,  10.245 ) ( 8.544,  9,  9.145 ) ( 8.611,  9,  9.434 ) ( 5.558,  6,  6.286 ) ( 4.683,  5,  5.180 ) ( 4.850,  5,  5.271 ) 

