( 156.840,  157,  157.129 ) ( 170.857,  171,  171.359 ) ( 113.755,  114,  114.215 ) ( 129.767,  130,  130.136 ) ( 59.729,  60,  60.474 ) ( 100000000.000,  100000000,  100000000.000 ) ( 39.637,  40,  40.405 ) ( 113.705,  114,  114.163 ) ( 161.547,  162,  162.350 ) ( 126.693,  127,  127.183 ) ( 173.677,  174,  174.270 ) ( 234.568,  235,  235.258 ) ( 156.802,  157,  157.230 ) ( 155.608,  156,  156.355 ) ( 187.506,  188,  188.235 ) ( 187.541,  188,  188.154 ) ( 178.736,  179,  179.102 ) ( 257.587,  258,  258.410 ) ( 252.783,  253,  253.146 ) ( 250.554,  251,  251.388 ) ( 238.880,  239,  239.280 ) ( 257.505,  258,  258.383 ) ( 202.816,  203,  203.290 ) ( 214.554,  215,  215.138 ) ( 194.860,  195,  195.253 ) ( 186.779,  187,  187.363 ) ( 171.576,  172,  172.153 ) ( 206.879,  207,  207.121 ) ( 174.717,  175,  175.412 ) ( 156.623,  157,  157.277 ) ( 100.852,  101,  101.336 ) ( 294.669,  295,  295.312 ) ( 119.662,  120,  120.245 ) ( 132.778,  133,  133.455 ) 

( 142.709,  143,  143.168 ) ( 168.656,  169,  169.310 ) ( 131.652,  132,  132.338 ) ( 147.807,  148,  148.432 ) ( 33.872,  34,  34.140 ) ( 30.531,  31,  31.168 ) ( 100000000.000,  100000000,  100000000.000 ) ( 87.569,  88,  88.216 ) ( 132.757,  133,  133.451 ) ( 100.762,  101,  101.426 ) ( 147.636,  148,  148.115 ) ( 208.797,  209,  209.411 ) ( 130.650,  131,  131.434 ) ( 129.777,  130,  130.188 ) ( 161.821,  162,  162.345 ) ( 168.856,  169,  169.370 ) ( 164.587,  165,  165.388 ) ( 231.820,  232,  232.260 ) ( 226.774,  227,  227.274 ) ( 236.808,  237,  237.254 ) ( 246.687,  247,  247.162 ) ( 265.678,  266,  266.106 ) ( 220.748,  221,  221.253 ) ( 200.778,  201,  201.395 ) ( 180.796,  181,  181.360 ) ( 172.679,  173,  173.468 ) ( 189.626,  190,  190.424 ) ( 224.621,  225,  225.225 ) ( 192.642,  193,  193.102 ) ( 174.687,  175,  175.438 ) ( 118.653,  119,  119.357 ) ( 268.693,  269,  269.260 ) ( 93.755,  94,  94.388 ) ( 150.579,  151,  151.371 ) 

( 94.839,  95,  95.113 ) ( 120.875,  121,  121.374 ) ( 176.825,  177,  177.348 ) ( 159.620,  160,  160.327 ) ( 53.900,  54,  54.102 ) ( 100.778,  101,  101.205 ) ( 87.638,  88,  88.443 ) ( 100000000.000,  100000000,  100000000.000 ) ( 47.633,  48,  48.452 ) ( 52.639,  53,  53.225 ) ( 99.546,  100,  100.175 ) ( 157.837,  158,  158.301 ) ( 82.568,  83,  83.370 ) ( 81.538,  82,  82.176 ) ( 113.742,  114,  114.382 ) ( 120.552,  121,  121.319 ) ( 116.604,  117,  117.473 ) ( 183.807,  184,  184.471 ) ( 178.679,  179,  179.473 ) ( 188.702,  189,  189.321 ) ( 198.524,  199,  199.420 ) ( 217.574,  218,  218.338 ) ( 192.637,  193,  193.498 ) ( 152.526,  153,  153.230 ) ( 132.550,  133,  133.336 ) ( 124.645,  125,  125.404 ) ( 161.590,  162,  162.418 ) ( 214.795,  215,  215.342 ) ( 243.712,  244,  244.167 ) ( 194.582,  195,  195.446 ) ( 187.551,  188,  188.366 ) ( 220.735,  221,  221.345 ) ( 45.661,  46,  46.358 ) ( 160.685,  161,  161.159 ) 

( 78.668,  79,  79.113 ) ( 104.620,  105,  105.307 ) ( 160.567,  161,  161.306 ) ( 143.855,  144,  144.296 ) ( 90.696,  91,  91.119 ) ( 137.574,  138,  138.254 ) ( 124.645,  125,  125.281 ) ( 36.842,  37,  37.265 ) ( 100000000.000,  100000000,  100000000.000 ) ( 36.893,  37,  37.387 ) ( 52.671,  53,  53.425 ) ( 113.667,  114,  114.279 ) ( 66.709,  67,  67.498 ) ( 65.877,  66,  66.130 ) ( 97.644,  98,  98.339 ) ( 104.811,  105,  105.188 ) ( 100.648,  101,  101.469 ) ( 136.605,  137,  137.285 ) ( 131.725,  132,  132.440 ) ( 148.519,  149,  149.480 ) ( 182.540,  183,  183.407 ) ( 201.767,  202,  202.315 ) ( 176.812,  177,  177.291 ) ( 136.520,  137,  137.286 ) ( 116.546,  117,  117.487 ) ( 108.826,  109,  109.283 ) ( 145.588,  146,  146.407 ) ( 198.538,  199,  199.203 ) ( 227.595,  228,  228.485 ) ( 178.767,  179,  179.261 ) ( 171.676,  172,  172.322 ) ( 173.651,  174,  174.176 ) ( 56.709,  57,  57.244 ) ( 144.638,  145,  145.467 ) 

( 41.816,  42,  42.343 ) ( 67.554,  68,  68.144 ) ( 123.751,  124,  124.180 ) ( 106.641,  107,  107.337 ) ( 66.629,  67,  67.339 ) ( 113.876,  114,  114.324 ) ( 100.675,  101,  101.197 ) ( 26.892,  27,  27.238 ) ( 74.896,  75,  75.469 ) ( 100000000.000,  100000000,  100000000.000 ) ( 46.545,  47,  47.473 ) ( 107.831,  108,  108.279 ) ( 29.705,  30,  30.418 ) ( 28.644,  29,  29.486 ) ( 60.838,  61,  61.217 ) ( 67.547,  68,  68.246 ) ( 63.540,  64,  64.399 ) ( 130.710,  131,  131.209 ) ( 125.521,  126,  126.149 ) ( 135.554,  136,  136.349 ) ( 145.613,  146,  146.470 ) ( 164.826,  165,  165.213 ) ( 139.833,  140,  140.181 ) ( 99.650,  100,  100.170 ) ( 79.849,  80,  80.191 ) ( 71.521,  72,  72.106 ) ( 108.836,  109,  109.148 ) ( 161.715,  162,  162.359 ) ( 190.534,  191,  191.140 ) ( 141.654,  142,  142.128 ) ( 134.743,  135,  135.299 ) ( 167.725,  168,  168.217 ) ( 19.802,  20,  20.465 ) ( 107.674,  108,  108.176 ) 

( 82.886,  83,  83.273 ) ( 108.574,  109,  109.401 ) ( 164.757,  165,  165.499 ) ( 147.886,  148,  148.309 ) ( 107.820,  108,  108.365 ) ( 154.620,  155,  155.231 ) ( 141.544,  142,  142.359 ) ( 67.763,  68,  68.120 ) ( 87.593,  88,  88.421 ) ( 40.621,  41,  41.373 ) ( 100000000.000,  100000000,  100000000.000 ) ( 60.599,  61,  61.219 ) ( 70.576,  71,  71.176 ) ( 69.664,  70,  70.121 ) ( 101.859,  102,  102.163 ) ( 108.802,  109,  109.154 ) ( 104.664,  105,  105.123 ) ( 83.544,  84,  84.478 ) ( 78.878,  79,  79.470 ) ( 95.712,  96,  96.203 ) ( 143.665,  144,  144.168 ) ( 162.666,  163,  163.291 ) ( 174.574,  175,  175.470 ) ( 140.689,  141,  141.333 ) ( 120.608,  121,  121.190 ) ( 112.794,  113,  113.353 ) ( 149.685,  150,  150.107 ) ( 202.527,  203,  203.239 ) ( 231.818,  232,  232.309 ) ( 182.740,  183,  183.223 ) ( 175.628,  176,  176.358 ) ( 120.723,  121,  121.208 ) ( 60.619,  61,  61.233 ) ( 148.814,  149,  149.404 ) 

( 203.797,  204,  204.373 ) ( 229.894,  230,  230.438 ) ( 285.559,  286,  286.340 ) ( 268.771,  269,  269.367 ) ( 215.689,  216,  216.439 ) ( 254.800,  255,  255.202 ) ( 236.871,  237,  237.306 ) ( 161.544,  162,  162.345 ) ( 124.688,  125,  125.429 ) ( 161.516,  162,  162.395 ) ( 122.762,  123,  123.244 ) ( 100000000.000,  100000000,  100000000.000 ) ( 191.898,  192,  192.295 ) ( 190.783,  191,  191.383 ) ( 222.572,  223,  223.303 ) ( 229.713,  230,  230.131 ) ( 225.824,  226,  226.293 ) ( 143.531,  144,  144.117 ) ( 138.866,  139,  139.198 ) ( 155.615,  156,  156.344 ) ( 183.863,  184,  184.485 ) ( 164.553,  165,  165.166 ) ( 214.710,  215,  215.403 ) ( 248.589,  249,  249.103 ) ( 241.669,  242,  242.395 ) ( 233.603,  234,  234.469 ) ( 250.861,  251,  251.415 ) ( 281.521,  282,  282.141 ) ( 331.790,  332,  332.196 ) ( 296.576,  297,  297.138 ) ( 296.601,  297,  297.211 ) ( 112.831,  113,  113.475 ) ( 181.596,  182,  182.139 ) ( 269.508,  270,  270.438 ) 

( 37.763,  38,  38.377 ) ( 63.717,  64,  64.274 ) ( 119.638,  120,  120.230 ) ( 102.660,  103,  103.152 ) ( 87.867,  88,  88.251 ) ( 134.845,  135,  135.364 ) ( 121.854,  122,  122.452 ) ( 56.667,  57,  57.184 ) ( 104.633,  105,  105.312 ) ( 29.775,  30,  30.477 ) ( 76.593,  77,  77.149 ) ( 86.885,  87,  87.306 ) ( 100000000.000,  100000000,  100000000.000 ) ( 24.719,  25,  25.164 ) ( 30.777,  31,  31.274 ) ( 37.898,  38,  38.360 ) ( 46.850,  47,  47.285 ) ( 109.866,  110,  110.412 ) ( 104.586,  105,  105.374 ) ( 121.536,  122,  122.447 ) ( 141.875,  142,  142.119 ) ( 160.689,  161,  161.171 ) ( 135.529,  136,  136.144 ) ( 95.745,  96,  96.338 ) ( 75.645,  76,  76.380 ) ( 67.684,  68,  68.263 ) ( 104.571,  105,  105.331 ) ( 157.531,  158,  158.189 ) ( 186.584,  187,  187.250 ) ( 137.747,  138,  138.139 ) ( 130.577,  131,  131.255 ) ( 146.601,  147,  147.474 ) ( 49.560,  50,  50.433 ) ( 103.614,  104,  104.354 ) 

( 12.694,  13,  13.350 ) ( 38.699,  39,  39.332 ) ( 94.631,  95,  95.112 ) ( 77.598,  78,  78.340 ) ( 86.844,  87,  87.158 ) ( 133.822,  134,  134.411 ) ( 120.562,  121,  121.394 ) ( 55.826,  56,  56.367 ) ( 103.775,  104,  104.142 ) ( 28.545,  29,  29.141 ) ( 75.708,  76,  76.208 ) ( 111.820,  112,  112.215 ) ( 24.637,  25,  25.479 ) ( 100000000.000,  100000000,  100000000.000 ) ( 31.589,  32,  32.475 ) ( 38.843,  39,  39.218 ) ( 34.676,  35,  35.358 ) ( 115.551,  116,  116.193 ) ( 129.630,  130,  130.352 ) ( 106.567,  107,  107.425 ) ( 116.591,  117,  117.111 ) ( 135.664,  136,  136.347 ) ( 110.594,  111,  111.410 ) ( 70.786,  71,  71.131 ) ( 50.548,  51,  51.169 ) ( 42.828,  43,  43.244 ) ( 79.723,  80,  80.251 ) ( 132.641,  133,  133.140 ) ( 161.770,  162,  162.448 ) ( 112.657,  113,  113.142 ) ( 105.578,  106,  106.400 ) ( 171.740,  172,  172.247 ) ( 48.742,  49,  49.209 ) ( 78.660,  79,  79.127 ) 

( 37.539,  38,  38.273 ) ( 47.548,  48,  48.370 ) ( 103.716,  104,  104.289 ) ( 86.783,  87,  87.190 ) ( 118.802,  119,  119.331 ) ( 165.780,  166,  166.150 ) ( 152.600,  153,  153.292 ) ( 87.706,  88,  88.177 ) ( 135.556,  136,  136.153 ) ( 60.783,  61,  61.174 ) ( 107.899,  108,  108.460 ) ( 117.785,  118,  118.423 ) ( 30.640,  31,  31.375 ) ( 31.830,  32,  32.118 ) ( 100000000.000,  100000000,  100000000.000 ) ( 6.855,  7,  7.445 ) ( 15.817,  16,  16.498 ) ( 122.686,  123,  123.367 ) ( 135.714,  136,  136.431 ) ( 113.543,  114,  114.385 ) ( 123.738,  124,  124.177 ) ( 142.565,  143,  143.162 ) ( 117.631,  118,  118.230 ) ( 77.761,  78,  78.313 ) ( 57.717,  58,  58.356 ) ( 49.613,  50,  50.284 ) ( 86.684,  87,  87.102 ) ( 139.793,  140,  140.177 ) ( 168.623,  169,  169.278 ) ( 119.805,  120,  120.361 ) ( 114.812,  115,  115.240 ) ( 177.694,  178,  178.271 ) ( 80.763,  81,  81.120 ) ( 87.862,  88,  88.424 ) 

( 30.548,  31,  31.495 ) ( 40.691,  41,  41.214 ) ( 96.828,  97,  97.244 ) ( 79.724,  80,  80.442 ) ( 114.627,  115,  115.414 ) ( 161.745,  162,  162.156 ) ( 148.729,  149,  149.141 ) ( 83.660,  84,  84.487 ) ( 131.856,  132,  132.448 ) ( 56.836,  57,  57.421 ) ( 103.775,  104,  104.258 ) ( 113.718,  114,  114.313 ) ( 26.602,  27,  27.488 ) ( 27.516,  28,  28.135 ) ( 6.892,  7,  7.121 ) ( 100000000.000,  100000000,  100000000.000 ) ( 8.884,  9,  9.268 ) ( 115.826,  116,  116.188 ) ( 131.589,  132,  132.349 ) ( 106.871,  107,  107.285 ) ( 116.736,  117,  117.284 ) ( 135.659,  136,  136.434 ) ( 110.675,  111,  111.181 ) ( 70.579,  71,  71.369 ) ( 50.871,  51,  51.485 ) ( 42.710,  43,  43.254 ) ( 79.757,  80,  80.472 ) ( 132.533,  133,  133.141 ) ( 161.540,  162,  162.450 ) ( 112.823,  113,  113.469 ) ( 107.529,  108,  108.136 ) ( 173.572,  174,  174.487 ) ( 76.696,  77,  77.102 ) ( 80.825,  81,  81.215 ) 

( 21.649,  22,  22.205 ) ( 31.601,  32,  32.115 ) ( 87.611,  88,  88.240 ) ( 70.551,  71,  71.214 ) ( 121.679,  122,  122.370 ) ( 168.517,  169,  169.350 ) ( 155.645,  156,  156.273 ) ( 90.897,  91,  91.498 ) ( 138.755,  139,  139.470 ) ( 63.860,  64,  64.206 ) ( 110.580,  111,  111.216 ) ( 122.826,  123,  123.392 ) ( 35.748,  36,  36.103 ) ( 34.621,  35,  35.456 ) ( 15.895,  16,  16.455 ) ( 8.829,  9,  9.356 ) ( 100000000.000,  100000000,  100000000.000 ) ( 106.630,  107,  107.448 ) ( 140.790,  141,  141.319 ) ( 97.838,  98,  98.431 ) ( 107.811,  108,  108.145 ) ( 126.719,  127,  127.444 ) ( 101.682,  102,  102.285 ) ( 61.557,  62,  62.464 ) ( 41.745,  42,  42.482 ) ( 33.830,  34,  34.175 ) ( 70.801,  71,  71.244 ) ( 123.533,  124,  124.351 ) ( 152.753,  153,  153.346 ) ( 103.693,  104,  104.252 ) ( 98.699,  99,  99.378 ) ( 165.893,  166,  166.360 ) ( 83.652,  84,  84.377 ) ( 71.692,  72,  72.458 ) 

( 107.803,  108,  108.370 ) ( 133.610,  134,  134.286 ) ( 189.585,  190,  190.171 ) ( 172.770,  173,  173.234 ) ( 132.645,  133,  133.173 ) ( 179.803,  180,  180.110 ) ( 166.845,  167,  167.267 ) ( 92.815,  93,  93.254 ) ( 112.589,  113,  113.152 ) ( 65.895,  66,  66.158 ) ( 84.602,  85,  85.312 ) ( 59.691,  60,  60.199 ) ( 95.810,  96,  96.317 ) ( 94.541,  95,  95.438 ) ( 126.806,  127,  127.267 ) ( 133.604,  134,  134.291 ) ( 129.863,  130,  130.285 ) ( 100000000.000,  100000000,  100000000.000 ) ( 45.644,  46,  46.207 ) ( 62.814,  63,  63.211 ) ( 115.721,  116,  116.283 ) ( 134.779,  135,  135.335 ) ( 146.550,  147,  147.306 ) ( 165.511,  166,  166.362 ) ( 145.642,  146,  146.494 ) ( 137.581,  138,  138.256 ) ( 174.694,  175,  175.229 ) ( 220.645,  221,  221.396 ) ( 256.554,  257,  257.313 ) ( 207.666,  208,  208.140 ) ( 200.520,  201,  201.230 ) ( 119.669,  120,  120.117 ) ( 85.585,  86,  86.307 ) ( 173.530,  174,  174.271 ) 

( 126.586,  127,  127.156 ) ( 152.618,  153,  153.193 ) ( 208.661,  209,  209.103 ) ( 191.572,  192,  192.289 ) ( 151.691,  152,  152.416 ) ( 198.849,  199,  199.167 ) ( 185.590,  186,  186.470 ) ( 111.677,  112,  112.217 ) ( 131.801,  132,  132.177 ) ( 84.887,  85,  85.145 ) ( 103.609,  104,  104.346 ) ( 78.815,  79,  79.371 ) ( 114.524,  115,  115.415 ) ( 113.611,  114,  114.391 ) ( 145.778,  146,  146.358 ) ( 152.838,  153,  153.136 ) ( 148.586,  149,  149.444 ) ( 18.771,  19,  19.253 ) ( 100000000.000,  100000000,  100000000.000 ) ( 16.558,  17,  17.256 ) ( 69.527,  70,  70.493 ) ( 88.677,  89,  89.383 ) ( 100.537,  101,  101.146 ) ( 134.900,  135,  135.162 ) ( 147.777,  148,  148.113 ) ( 156.793,  157,  157.114 ) ( 136.641,  137,  137.292 ) ( 174.615,  175,  175.335 ) ( 218.793,  219,  219.274 ) ( 182.774,  183,  183.329 ) ( 219.868,  220,  220.287 ) ( 84.635,  85,  85.446 ) ( 104.769,  105,  105.494 ) ( 192.801,  193,  193.178 ) 

( 152.849,  153,  153.140 ) ( 178.666,  179,  179.124 ) ( 234.867,  235,  235.157 ) ( 217.592,  218,  218.496 ) ( 177.797,  178,  178.408 ) ( 224.842,  225,  225.326 ) ( 211.580,  212,  212.265 ) ( 137.660,  138,  138.279 ) ( 157.544,  158,  158.225 ) ( 110.886,  111,  111.163 ) ( 129.601,  130,  130.240 ) ( 104.608,  105,  105.431 ) ( 140.573,  141,  141.258 ) ( 139.623,  140,  140.158 ) ( 171.748,  172,  172.476 ) ( 178.764,  179,  179.303 ) ( 174.884,  175,  175.470 ) ( 44.673,  45,  45.149 ) ( 56.873,  57,  57.235 ) ( 100000000.000,  100000000,  100000000.000 ) ( 52.857,  53,  53.203 ) ( 71.545,  72,  72.463 ) ( 83.633,  84,  84.295 ) ( 117.758,  118,  118.323 ) ( 130.580,  131,  131.256 ) ( 182.614,  183,  183.319 ) ( 119.604,  120,  120.279 ) ( 157.750,  158,  158.323 ) ( 201.564,  202,  202.127 ) ( 165.619,  166,  166.188 ) ( 240.897,  241,  241.118 ) ( 67.609,  68,  68.119 ) ( 130.512,  131,  131.219 ) ( 213.832,  214,  214.115 ) 

( 178.647,  179,  179.213 ) ( 164.756,  165,  165.396 ) ( 198.685,  199,  199.200 ) ( 203.641,  204,  204.183 ) ( 242.605,  243,  243.101 ) ( 289.594,  290,  290.315 ) ( 276.743,  277,  277.292 ) ( 202.866,  203,  203.153 ) ( 222.529,  223,  223.284 ) ( 175.623,  176,  176.408 ) ( 194.689,  195,  195.258 ) ( 164.504,  165,  165.313 ) ( 205.724,  206,  206.387 ) ( 191.668,  192,  192.263 ) ( 198.894,  199,  199.400 ) ( 191.722,  192,  192.359 ) ( 182.888,  183,  183.422 ) ( 109.745,  110,  110.327 ) ( 111.878,  112,  112.114 ) ( 81.590,  82,  82.417 ) ( 100000000.000,  100000000,  100000000.000 ) ( 18.768,  19,  19.272 ) ( 30.892,  31,  31.265 ) ( 64.675,  65,  65.479 ) ( 77.551,  78,  78.202 ) ( 148.613,  149,  149.260 ) ( 66.640,  67,  67.383 ) ( 104.527,  105,  105.136 ) ( 148.730,  149,  149.305 ) ( 112.701,  113,  113.276 ) ( 187.795,  188,  188.477 ) ( 94.865,  95,  95.217 ) ( 195.600,  196,  196.290 ) ( 160.556,  161,  161.422 ) 

( 211.697,  212,  212.354 ) ( 204.661,  205,  205.318 ) ( 238.830,  239,  239.471 ) ( 243.510,  244,  244.178 ) ( 236.764,  237,  237.315 ) ( 283.842,  284,  284.185 ) ( 270.583,  271,  271.445 ) ( 196.655,  197,  197.277 ) ( 216.673,  217,  217.318 ) ( 169.687,  170,  170.497 ) ( 188.876,  189,  189.112 ) ( 145.727,  146,  146.228 ) ( 199.511,  200,  200.308 ) ( 198.655,  199,  199.389 ) ( 230.503,  231,  231.290 ) ( 231.689,  232,  232.301 ) ( 222.856,  223,  223.150 ) ( 103.881,  104,  104.214 ) ( 92.880,  93,  93.108 ) ( 62.708,  63,  63.256 ) ( 39.677,  40,  40.349 ) ( 100000000.000,  100000000,  100000000.000 ) ( 70.706,  71,  71.187 ) ( 104.582,  105,  105.122 ) ( 117.595,  118,  118.230 ) ( 188.881,  189,  189.429 ) ( 106.758,  107,  107.292 ) ( 116.843,  117,  117.232 ) ( 166.500,  167,  167.402 ) ( 152.879,  153,  153.497 ) ( 227.808,  228,  228.331 ) ( 75.702,  76,  76.236 ) ( 189.619,  190,  190.316 ) ( 200.651,  201,  201.401 ) 

( 147.676,  148,  148.141 ) ( 133.843,  134,  134.148 ) ( 167.610,  168,  168.399 ) ( 172.712,  173,  173.185 ) ( 211.515,  212,  212.206 ) ( 258.794,  259,  259.390 ) ( 245.664,  246,  246.225 ) ( 171.681,  172,  172.479 ) ( 191.583,  192,  192.376 ) ( 144.790,  145,  145.417 ) ( 163.721,  164,  164.231 ) ( 138.586,  139,  139.371 ) ( 174.537,  175,  175.212 ) ( 160.894,  161,  161.344 ) ( 167.572,  168,  168.355 ) ( 160.755,  161,  161.252 ) ( 151.604,  152,  152.302 ) ( 78.700,  79,  79.287 ) ( 124.799,  125,  125.488 ) ( 69.628,  70,  70.186 ) ( 35.806,  36,  36.478 ) ( 54.524,  55,  55.430 ) ( 100000000.000,  100000000,  100000000.000 ) ( 33.591,  34,  34.121 ) ( 46.828,  47,  47.120 ) ( 117.562,  118,  118.350 ) ( 35.749,  36,  36.352 ) ( 88.779,  89,  89.213 ) ( 117.536,  118,  118.227 ) ( 81.543,  82,  82.392 ) ( 156.517,  157,  157.202 ) ( 130.856,  131,  131.379 ) ( 164.596,  165,  165.344 ) ( 129.834,  130,  130.105 ) 

