( 7.552,  8,  8.129 ) ( 7.898,  8,  8.469 ) ( 49.662,  50,  50.172 ) ( 5.835,  6,  6.257 ) ( 5.535,  6,  6.428 ) ( 100000000.000,  100000000,  100000000.000 ) ( -0.332,  0,  0.281 ) ( 7.625,  8,  8.140 ) ( 7.688,  8,  8.403 ) ( 7.778,  8,  8.497 ) ( 7.669,  8,  8.451 ) ( 7.601,  8,  8.352 ) ( 7.886,  8,  8.399 ) ( 49.567,  50,  50.470 ) ( -0.449,  0,  0.432 ) ( -0.492,  0,  0.398 ) ( 7.539,  8,  8.493 ) 

( 7.633,  8,  8.299 ) ( 7.834,  8,  8.432 ) ( 49.544,  50,  50.131 ) ( 5.640,  6,  6.199 ) ( 5.648,  6,  6.192 ) ( -0.380,  0,  0.227 ) ( 100000000.000,  100000000,  100000000.000 ) ( 7.870,  8,  8.353 ) ( 7.811,  8,  8.360 ) ( 7.696,  8,  8.489 ) ( 7.788,  8,  8.318 ) ( 7.612,  8,  8.145 ) ( 7.711,  8,  8.337 ) ( 49.522,  50,  50.280 ) ( -0.235,  0,  0.439 ) ( -0.274,  0,  0.101 ) ( 7.762,  8,  8.339 ) 

( 4.567,  5,  5.194 ) ( 4.630,  5,  5.293 ) ( 25.707,  26,  26.222 ) ( 11.615,  12,  12.173 ) ( 11.651,  12,  12.116 ) ( 7.734,  8,  8.378 ) ( 7.630,  8,  8.355 ) ( 100000000.000,  100000000,  100000000.000 ) ( -0.344,  0,  0.351 ) ( 4.608,  5,  5.231 ) ( 4.604,  5,  5.181 ) ( 4.532,  5,  5.374 ) ( 4.639,  5,  5.203 ) ( 25.687,  26,  26.135 ) ( 7.796,  8,  8.451 ) ( 7.626,  8,  8.137 ) ( -0.145,  0,  0.245 ) 

( 4.669,  5,  5.337 ) ( 4.633,  5,  5.216 ) ( 25.590,  26,  26.215 ) ( 11.768,  12,  12.176 ) ( 11.506,  12,  12.101 ) ( 7.569,  8,  8.233 ) ( 7.825,  8,  8.275 ) ( -0.483,  0,  0.468 ) ( 100000000.000,  100000000,  100000000.000 ) ( 4.852,  5,  5.374 ) ( 4.746,  5,  5.410 ) ( 4.523,  5,  5.467 ) ( 4.555,  5,  5.181 ) ( 25.583,  26,  26.319 ) ( 7.781,  8,  8.462 ) ( 7.536,  8,  8.450 ) ( -0.299,  0,  0.330 ) 

( 2.835,  3,  3.210 ) ( -0.446,  0,  0.297 ) ( 2.715,  3,  3.440 ) ( 47.702,  48,  48.216 ) ( 47.828,  48,  48.374 ) ( 7.609,  8,  8.156 ) ( 7.659,  8,  8.297 ) ( 4.565,  5,  5.390 ) ( 4.829,  5,  5.189 ) ( 100000000.000,  100000000,  100000000.000 ) ( -0.155,  0,  0.244 ) ( 2.770,  3,  3.473 ) ( -0.463,  0,  0.349 ) ( 2.565,  3,  3.427 ) ( 7.702,  8,  8.234 ) ( 7.742,  8,  8.364 ) ( 4.656,  5,  5.204 ) 

( 2.840,  3,  3.129 ) ( -0.143,  0,  0.359 ) ( 2.755,  3,  3.215 ) ( 47.767,  48,  48.136 ) ( 47.729,  48,  48.474 ) ( 7.667,  8,  8.206 ) ( 7.637,  8,  8.405 ) ( 4.705,  5,  5.163 ) ( 4.547,  5,  5.350 ) ( -0.307,  0,  0.183 ) ( 100000000.000,  100000000,  100000000.000 ) ( 2.568,  3,  3.258 ) ( -0.198,  0,  0.230 ) ( 2.608,  3,  3.355 ) ( 7.506,  8,  8.235 ) ( 7.541,  8,  8.154 ) ( 4.736,  5,  5.102 ) 

( -0.413,  0,  0.410 ) ( 2.783,  3,  3.146 ) ( 4.554,  5,  5.388 ) ( 47.880,  48,  48.280 ) ( 47.505,  48,  48.383 ) ( 7.816,  8,  8.290 ) ( 7.554,  8,  8.138 ) ( 4.860,  5,  5.253 ) ( 4.779,  5,  5.363 ) ( 2.576,  3,  3.153 ) ( 2.879,  3,  3.121 ) ( 100000000.000,  100000000,  100000000.000 ) ( 2.623,  3,  3.277 ) ( 4.852,  5,  5.336 ) ( 7.669,  8,  8.312 ) ( 7.662,  8,  8.245 ) ( 4.778,  5,  5.455 ) 

( 2.709,  3,  3.168 ) ( -0.344,  0,  0.310 ) ( 2.652,  3,  3.338 ) ( 47.807,  48,  48.432 ) ( 47.872,  48,  48.140 ) ( 7.531,  8,  8.168 ) ( 7.707,  8,  8.190 ) ( 4.569,  5,  5.216 ) ( 4.757,  5,  5.451 ) ( -0.238,  0,  0.426 ) ( -0.364,  0,  0.115 ) ( 2.797,  3,  3.411 ) ( 100000000.000,  100000000,  100000000.000 ) ( 2.777,  3,  3.188 ) ( 7.821,  8,  8.345 ) ( 7.856,  8,  8.370 ) ( 4.587,  5,  5.388 ) 

( 4.820,  5,  5.260 ) ( 2.774,  3,  3.274 ) ( -0.192,  0,  0.254 ) ( 71.687,  72,  72.162 ) ( 71.678,  72,  72.106 ) ( 47.748,  48,  48.253 ) ( 47.778,  48,  48.395 ) ( 23.796,  24,  24.360 ) ( 23.679,  24,  24.468 ) ( 2.626,  3,  3.424 ) ( 2.621,  3,  3.225 ) ( 4.642,  5,  5.102 ) ( 2.687,  3,  3.438 ) ( 100000000.000,  100000000,  100000000.000 ) ( 47.693,  48,  48.260 ) ( 47.755,  48,  48.388 ) ( 23.579,  24,  24.371 ) 

( 7.839,  8,  8.113 ) ( 7.875,  8,  8.374 ) ( 49.825,  50,  50.348 ) ( 5.620,  6,  6.327 ) ( 5.900,  6,  6.102 ) ( -0.222,  0,  0.205 ) ( -0.362,  0,  0.443 ) ( 7.828,  8,  8.237 ) ( 7.633,  8,  8.452 ) ( 7.639,  8,  8.225 ) ( 7.546,  8,  8.175 ) ( 7.837,  8,  8.301 ) ( 7.568,  8,  8.370 ) ( 49.538,  50,  50.176 ) ( 100000000.000,  100000000,  100000000.000 ) ( -0.448,  0,  0.319 ) ( 7.604,  8,  8.473 ) 

( 7.807,  8,  8.471 ) ( 7.679,  8,  8.473 ) ( 49.702,  50,  50.321 ) ( 5.524,  6,  6.420 ) ( 5.574,  6,  6.338 ) ( -0.363,  0,  0.498 ) ( -0.474,  0,  0.230 ) ( 7.550,  8,  8.336 ) ( 7.645,  8,  8.404 ) ( 7.590,  8,  8.418 ) ( 7.795,  8,  8.342 ) ( 7.712,  8,  8.167 ) ( 7.582,  8,  8.446 ) ( 49.551,  50,  50.366 ) ( -0.265,  0,  0.345 ) ( 100000000.000,  100000000,  100000000.000 ) ( 7.685,  8,  8.159 ) 

( 4.668,  5,  5.113 ) ( 4.620,  5,  5.307 ) ( 25.567,  26,  26.306 ) ( 11.855,  12,  12.296 ) ( 11.696,  12,  12.119 ) ( 7.574,  8,  8.254 ) ( 7.645,  8,  8.281 ) ( -0.158,  0,  0.265 ) ( -0.199,  0,  0.263 ) ( 4.893,  5,  5.387 ) ( 4.671,  5,  5.425 ) ( 4.667,  5,  5.279 ) ( 4.709,  5,  5.498 ) ( 25.877,  26,  26.130 ) ( 7.644,  8,  8.339 ) ( 7.811,  8,  8.188 ) ( 100000000.000,  100000000,  100000000.000 ) 

